resultId,raceId,driverId,constructorId,grid,positionOrder,points_x,laps,time_x,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,name_x,date,time_y,name_y,location,country,lat,lng,alt,status,constructorStandingsId,wins,stop_1_ms,stop_2_ms,stop_3_ms,stop_1_lap,stop_2_lap,stop_3_lap,lap_1_ms,lap_2_ms,lap_3_ms,lap_4_ms,lap_5_ms,lap_6_ms,lap_7_ms,lap_8_ms,lap_9_ms,lap_10_ms,lap_11_ms,lap_12_ms,lap_13_ms,lap_14_ms,lap_15_ms,lap_16_ms,lap_17_ms,lap_18_ms,lap_19_ms,lap_20_ms,lap_21_ms,lap_22_ms,lap_23_ms,lap_24_ms,lap_25_ms,lap_26_ms,lap_27_ms,lap_28_ms,lap_29_ms,lap_30_ms,lap_31_ms,lap_32_ms,lap_33_ms,lap_34_ms,lap_35_ms,lap_36_ms,lap_37_ms,lap_38_ms,lap_39_ms,lap_40_ms,lap_41_ms,lap_42_ms,lap_43_ms,lap_44_ms,lap_45_ms,lap_46_ms,lap_47_ms,lap_48_ms,lap_49_ms,lap_50_ms,lap_51_ms,lap_52_ms,lap_53_ms,lap_54_ms,lap_55_ms,lap_56_ms,lap_57_ms,lap_58_ms,lap_59_ms,lap_60_ms,lap_61_ms,lap_62_ms,lap_63_ms,lap_64_ms,lap_65_ms,lap_66_ms,lap_67_ms,lap_68_ms,lap_69_ms,lap_70_ms,lap_71_ms,lap_72_ms,lap_73_ms,lap_74_ms,lap_75_ms,lap_76_ms,lap_77_ms,lap_78_ms
22538,926,1,131,1,1,25.0,58,1:31:54.067,5514067,50,1,1:30.945,209.915,1,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26140,1,22295.0,,,25.0,,,142988.0,146005.0,133785.0,93493.0,92765.0,92685.0,92593.0,92899.0,92933.0,92911.0,92742.0,92432.0,92491.0,93033.0,93177.0,92458.0,92148.0,92462.0,92347.0,92306.0,91940.0,92405.0,92791.0,92925.0,111204.0,99012.0,93021.0,93241.0,92824.0,92005.0,91676.0,91953.0,91875.0,93071.0,91995.0,91562.0,91514.0,91134.0,91208.0,91825.0,91347.0,91982.0,91541.0,91693.0,91229.0,91177.0,91649.0,91224.0,91023.0,90945.0,91804.0,92242.0,91708.0,91273.0,91358.0,90993.0,91400.0,91645.0,,,,,,,,,,,,,,,,,,,,
22539,926,3,131,2,2,18.0,58,+1.360,5515427,47,2,1:31.092,209.577,1,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26140,1,22105.0,,,26.0,,,144350.0,145242.0,134420.0,94638.0,93068.0,92371.0,92827.0,92460.0,92380.0,92572.0,93184.0,92650.0,92752.0,92930.0,93576.0,92324.0,92300.0,92365.0,92243.0,92426.0,92454.0,93011.0,92948.0,93048.0,93964.0,111568.0,98552.0,92092.0,92108.0,91754.0,91609.0,91737.0,91660.0,92981.0,91775.0,91355.0,91610.0,91573.0,91565.0,91798.0,91400.0,91493.0,91259.0,92243.0,91231.0,91319.0,91092.0,91332.0,91141.0,91384.0,91443.0,91678.0,91688.0,91411.0,91372.0,91366.0,91189.0,91146.0,,,,,,,,,,,,,,,,,,,,
22540,926,20,6,4,3,15.0,58,+34.523,5548590,52,4,1:31.457,208.740,1,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26141,0,22694.0,,,24.0,,,147522.0,144069.0,133846.0,95361.0,94027.0,93438.0,93197.0,93754.0,92991.0,93074.0,93490.0,93597.0,93513.0,93374.0,93853.0,93173.0,93229.0,93146.0,93168.0,93145.0,92859.0,92307.0,92664.0,111263.0,98543.0,92115.0,92429.0,92670.0,92432.0,92518.0,92698.0,92443.0,92300.0,92856.0,92633.0,92567.0,92456.0,92518.0,93729.0,92644.0,92673.0,92653.0,92129.0,92334.0,92288.0,92054.0,92259.0,92037.0,92127.0,91754.0,91578.0,91457.0,91492.0,91847.0,91719.0,91478.0,91717.0,93383.0,,,,,,,,,,,,,,,,,,,,
22541,926,13,3,3,4,12.0,58,+38.196,5552263,50,6,1:31.719,208.144,1,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26142,0,22062.0,,,21.0,,,146113.0,144418.0,134436.0,95150.0,93928.0,93470.0,93205.0,93576.0,93212.0,93054.0,93171.0,93484.0,93355.0,93354.0,93517.0,93247.0,93159.0,93245.0,93195.0,93141.0,111561.0,98947.0,94555.0,92072.0,93042.0,92580.0,93059.0,93220.0,93118.0,92910.0,92755.0,92813.0,92776.0,92857.0,92612.0,92607.0,92293.0,92444.0,92910.0,92776.0,92747.0,92358.0,92141.0,92091.0,91947.0,92273.0,92073.0,91802.0,91931.0,91719.0,91859.0,91857.0,92289.0,91784.0,91944.0,91753.0,92000.0,92358.0,,,,,,,,,,,,,,,,,,,,
22542,926,831,15,10,5,10.0,58,+1:35.149,5609216,46,9,1:32.612,206.137,1,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Finished,26143,0,22933.0,,,25.0,,,149928.0,143809.0,132364.0,96284.0,95148.0,94761.0,94263.0,94505.0,94330.0,94164.0,93945.0,94047.0,94211.0,94180.0,94385.0,93596.0,93549.0,93850.0,93745.0,94118.0,94248.0,93722.0,94264.0,94091.0,114815.0,100836.0,92766.0,92931.0,93376.0,93459.0,93466.0,93585.0,93385.0,93234.0,93887.0,93435.0,93221.0,93019.0,93429.0,93127.0,92739.0,92855.0,92905.0,93058.0,93440.0,92612.0,92632.0,93013.0,93188.0,93766.0,93919.0,93797.0,94053.0,93015.0,92788.0,93371.0,93957.0,96630.0,,,,,,,,,,,,,,,,,,,,
22543,926,817,9,6,6,8.0,57,\N,\N,46,10,1:32.797,205.726,11,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,+1 Lap,26144,0,22535.0,,,23.0,,,150426.0,143889.0,132122.0,96675.0,95092.0,94810.0,94420.0,94510.0,94213.0,94236.0,94037.0,94029.0,93991.0,94354.0,94629.0,94082.0,94340.0,94963.0,94456.0,94288.0,94688.0,94649.0,113800.0,99811.0,93836.0,93761.0,93543.0,93574.0,93102.0,92939.0,93207.0,93139.0,93128.0,93167.0,93005.0,93063.0,92934.0,92900.0,93231.0,93172.0,93003.0,93030.0,93045.0,93377.0,94615.0,92797.0,93253.0,94021.0,94011.0,93121.0,93690.0,93224.0,93332.0,93342.0,93934.0,98234.0,96576.0,,,,,,,,,,,,,,,,,,,,,
22544,926,807,10,13,7,6.0,57,\N,\N,48,8,1:31.970,207.576,11,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,+1 Lap,26145,0,22137.0,21612.0,,21.0,44.0,,153291.0,144593.0,129971.0,97991.0,95944.0,95314.0,95164.0,95427.0,94908.0,95057.0,95027.0,94721.0,94772.0,94820.0,95115.0,94734.0,94765.0,94710.0,94815.0,94987.0,112768.0,99484.0,93521.0,93857.0,94403.0,94608.0,94317.0,94385.0,94415.0,94366.0,94287.0,94215.0,94012.0,94276.0,93759.0,94163.0,93869.0,93980.0,94013.0,93956.0,94363.0,94132.0,97500.0,111359.0,100857.0,92240.0,92273.0,91970.0,91975.0,92071.0,92406.0,93116.0,92731.0,92521.0,92950.0,92676.0,93330.0,,,,,,,,,,,,,,,,,,,,,
22545,926,828,15,15,8,4.0,57,\N,\N,51,5,1:31.560,208.505,11,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,+1 Lap,26143,0,22681.0,23254.0,22353.0,1.0,26.0,43.0,166959.0,133281.0,129284.0,98426.0,96659.0,94748.0,94755.0,94677.0,94917.0,95035.0,94845.0,94577.0,94650.0,95228.0,95184.0,94728.0,94686.0,94369.0,94741.0,95006.0,95136.0,94637.0,95197.0,96055.0,96969.0,118722.0,101614.0,93724.0,93564.0,93866.0,93453.0,93258.0,93463.0,93323.0,94025.0,94115.0,93841.0,94202.0,96198.0,94112.0,94785.0,94061.0,120550.0,100817.0,92101.0,91600.0,91981.0,91931.0,91911.0,91727.0,91560.0,92721.0,93613.0,93364.0,92469.0,92490.0,92143.0,,,,,,,,,,,,,,,,,,,,,
22546,926,832,5,7,9,2.0,57,\N,\N,49,11,1:32.872,205.560,11,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,+1 Lap,26146,0,55789.0,,,24.0,,,148880.0,143584.0,133584.0,97662.0,95195.0,94557.0,95417.0,94392.0,94604.0,94350.0,94588.0,94561.0,94846.0,94740.0,94708.0,94234.0,94313.0,94522.0,94232.0,94696.0,94300.0,94799.0,94933.0,146974.0,100615.0,93226.0,93081.0,93462.0,94067.0,93566.0,93706.0,94073.0,96786.0,95504.0,95640.0,95828.0,95719.0,95781.0,94286.0,96271.0,93544.0,93428.0,93971.0,93529.0,93459.0,93869.0,93570.0,93229.0,92872.0,93024.0,93074.0,93646.0,93449.0,94977.0,93366.0,94074.0,95328.0,,,,,,,,,,,,,,,,,,,,,
22547,926,815,10,14,10,1.0,57,\N,\N,46,7,1:31.959,207.601,11,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,+1 Lap,26145,0,26009.0,,,38.0,,,153942.0,144532.0,130016.0,100153.0,97226.0,96967.0,98563.0,95410.0,96096.0,96174.0,95801.0,97405.0,96232.0,103446.0,95629.0,95380.0,95657.0,95395.0,95803.0,95217.0,95685.0,95663.0,95245.0,95783.0,95442.0,95712.0,96349.0,96692.0,95863.0,95090.0,95046.0,95675.0,96666.0,96423.0,95764.0,95817.0,94871.0,120409.0,99395.0,91995.0,92025.0,92552.0,93201.0,92359.0,92274.0,91959.0,92125.0,92335.0,92212.0,92696.0,92560.0,92948.0,93392.0,93260.0,93724.0,95745.0,94997.0,,,,,,,,,,,,,,,,,,,,,
22548,926,18,1,16,11,0.0,56,\N,\N,56,12,1:33.338,204.534,12,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,+2 Laps,26147,0,23353.0,,,27.0,,,154851.0,144513.0,129601.0,98571.0,97812.0,96461.0,96027.0,96674.0,96378.0,96925.0,96418.0,97360.0,96187.0,97545.0,96676.0,96243.0,96328.0,95995.0,96163.0,96138.0,96193.0,96217.0,95643.0,95569.0,95448.0,95845.0,115831.0,101542.0,94964.0,94898.0,95926.0,96947.0,95934.0,96961.0,95420.0,94893.0,95124.0,94945.0,95133.0,94860.0,95024.0,96083.0,95475.0,98364.0,95414.0,94526.0,94727.0,94512.0,95167.0,97880.0,95804.0,95688.0,95542.0,95344.0,94240.0,93338.0,,,,,,,,,,,,,,,,,,,,,,
22549,926,8,6,5,12,0.0,40,\N,\N,36,3,1:31.426,208.811,36,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Wheel,26141,0,27465.0,22405.0,,16.0,40.0,,151903.0,143867.0,131256.0,97230.0,95071.0,94684.0,94126.0,94264.0,94239.0,94222.0,94061.0,93999.0,93898.0,94582.0,94486.0,117600.0,99215.0,91960.0,93242.0,92112.0,92009.0,92194.0,92335.0,94015.0,92322.0,92881.0,91681.0,91952.0,92053.0,91585.0,91947.0,91523.0,92003.0,92999.0,92154.0,91426.0,91697.0,91759.0,92310.0,111054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22550,926,830,5,11,13,0.0,32,\N,\N,30,13,1:34.295,202.458,5,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Engine,26146,0,23532.0,,,32.0,,,152685.0,143966.0,130745.0,97782.0,95735.0,95370.0,95040.0,95169.0,94721.0,95157.0,95126.0,95029.0,94588.0,95034.0,94982.0,94439.0,94301.0,94535.0,94842.0,94690.0,94546.0,94641.0,94477.0,94482.0,94805.0,94717.0,95096.0,94663.0,94529.0,94295.0,94829.0,114110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22551,926,154,208,8,14,0.0,0,\N,\N,\N,0,\N,\N,75,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Power loss,26148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22552,926,813,208,9,15,0.0,0,\N,\N,\N,0,\N,\N,3,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Accident,26148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22553,926,826,9,12,16,0.0,0,\N,\N,\N,0,\N,\N,54,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Withdrew,26144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22554,926,825,1,17,17,0.0,0,\N,\N,\N,0,\N,\N,54,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Withdrew,26147,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22555,926,822,3,0,18,0.0,0,\N,\N,\N,0,\N,\N,54,2015,1,1,Australian Grand Prix,2015-03-15,05:00:00,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,Withdrew,26142,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22556,927,20,6,2,1,25.0,56,1:41:05.793,6065793,46,3,1:43.648,193.501,1,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,Finished,26150,1,23996.0,25092.0,,17.0,37.0,,112002.0,106830.0,106795.0,129884.0,149327.0,156358.0,106037.0,106216.0,106326.0,106264.0,106470.0,106210.0,106677.0,106649.0,106710.0,106946.0,111047.0,123523.0,104452.0,104896.0,105706.0,104725.0,104983.0,104964.0,104952.0,105058.0,105287.0,105336.0,105033.0,105346.0,105342.0,105586.0,105456.0,105421.0,105774.0,105763.0,109791.0,124142.0,103732.0,104012.0,104089.0,103690.0,103814.0,104228.0,104225.0,103648.0,103855.0,103963.0,104063.0,104306.0,104147.0,104149.0,104540.0,104699.0,104715.0,107634.0,,,,,,,,,,,,,,,,,,,,,,
22557,927,1,131,1,2,18.0,56,+8.569,6074362,45,2,1:43.125,193.501,1,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,Finished,26149,1,26094.0,24595.0,24179.0,4.0,24.0,38.0,111297.0,106505.0,106996.0,131570.0,161918.0,146542.0,108285.0,107999.0,108076.0,106846.0,106377.0,106352.0,106348.0,106162.0,106495.0,106724.0,106358.0,106709.0,107028.0,106761.0,106854.0,106793.0,107498.0,112137.0,124540.0,104017.0,104293.0,103976.0,104469.0,104201.0,104320.0,104298.0,104301.0,104487.0,105545.0,105340.0,105612.0,109322.0,123237.0,103161.0,104565.0,103450.0,103467.0,103216.0,103125.0,103861.0,103385.0,103898.0,103798.0,103671.0,103941.0,104185.0,104354.0,104536.0,105052.0,106109.0,,,,,,,,,,,,,,,,,,,,,,
22558,927,3,131,3,3,15.0,56,+12.310,6078103,43,1,1:42.062,195.516,1,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,Finished,26149,1,33689.0,24574.0,24336.0,4.0,26.0,41.0,112940.0,107180.0,107014.0,132990.0,165795.0,140879.0,108861.0,107441.0,107524.0,107920.0,108730.0,108493.0,108081.0,106481.0,106257.0,106258.0,106110.0,106699.0,106379.0,106568.0,107110.0,107078.0,107295.0,107571.0,107658.0,111325.0,124090.0,104655.0,104065.0,104441.0,104255.0,104065.0,104478.0,104604.0,104509.0,104497.0,104553.0,105564.0,105218.0,105241.0,108839.0,121041.0,102062.0,102552.0,103199.0,103590.0,103082.0,102704.0,102650.0,102907.0,104351.0,103359.0,103923.0,103966.0,104108.0,104898.0,,,,,,,,,,,,,,,,,,,,,,
22559,927,8,6,11,4,12.0,56,+53.822,6119615,40,7,1:44.124,191.644,1,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,Finished,26150,1,27285.0,24744.0,24653.0,2.0,14.0,34.0,120564.0,152942.0,143953.0,136147.0,109747.0,117757.0,106534.0,106765.0,106558.0,107014.0,107637.0,108500.0,106975.0,111539.0,124534.0,105956.0,105372.0,105803.0,105523.0,106284.0,105774.0,105527.0,105706.0,106133.0,107305.0,106131.0,106286.0,106361.0,107441.0,106618.0,106653.0,106702.0,106852.0,110889.0,123968.0,105144.0,104590.0,104432.0,104393.0,104124.0,104571.0,104817.0,104652.0,105119.0,104951.0,105032.0,105250.0,105304.0,105059.0,104799.0,104987.0,105021.0,105405.0,105413.0,105647.0,106455.0,,,,,,,,,,,,,,,,,,,,,,
22560,927,822,3,8,5,10.0,56,+1:10.409,6136202,42,6,1:44.088,191.710,1,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,Finished,26151,0,30154.0,24432.0,25002.0,4.0,25.0,40.0,120921.0,110281.0,107384.0,134568.0,160800.0,134617.0,108190.0,109950.0,107066.0,106679.0,108019.0,109285.0,109083.0,109598.0,108639.0,107903.0,107319.0,107791.0,108042.0,107976.0,107792.0,108080.0,108304.0,109205.0,113996.0,124960.0,105195.0,105351.0,105389.0,107386.0,105614.0,105923.0,105995.0,106945.0,105233.0,105302.0,105206.0,105320.0,105026.0,109347.0,123551.0,104088.0,104099.0,104226.0,104384.0,104386.0,104283.0,104523.0,104444.0,104599.0,104767.0,104863.0,105644.0,105787.0,106518.0,106360.0,,,,,,,,,,,,,,,,,,,,,,
22561,927,13,3,7,6,8.0,56,+1:13.586,6139379,40,5,1:43.990,191.891,1,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,Finished,26151,0,25831.0,24788.0,26971.0,4.0,24.0,38.0,115743.0,108147.0,108158.0,133180.0,159599.0,141718.0,108566.0,107380.0,108251.0,108478.0,108623.0,109279.0,109255.0,109009.0,108930.0,107340.0,107085.0,107653.0,107695.0,107670.0,108114.0,107898.0,108078.0,112639.0,125761.0,105944.0,106305.0,106678.0,105730.0,106040.0,105591.0,105802.0,105827.0,106051.0,105612.0,105476.0,105640.0,108948.0,126478.0,103990.0,104462.0,104496.0,104522.0,104516.0,104563.0,104471.0,104956.0,104935.0,104780.0,104645.0,105295.0,105450.0,105581.0,106018.0,108594.0,107734.0,,,,,,,,,,,,,,,,,,,,,,
22562,927,830,5,6,7,6.0,56,+1:37.762,6163555,42,9,1:44.579,190.810,1,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,Finished,26155,0,29516.0,25655.0,24768.0,4.0,20.0,40.0,118773.0,109284.0,109185.0,134497.0,162100.0,134010.0,108271.0,108517.0,107786.0,107683.0,108896.0,109516.0,108867.0,109731.0,109488.0,109045.0,109234.0,108432.0,108557.0,112373.0,126689.0,106495.0,106793.0,106449.0,106492.0,105998.0,105979.0,106055.0,106612.0,106120.0,106188.0,106487.0,106262.0,109094.0,107088.0,107232.0,107552.0,107933.0,107557.0,114152.0,124425.0,104579.0,105071.0,105402.0,105132.0,104720.0,104839.0,105620.0,105489.0,105093.0,105365.0,105395.0,106027.0,105822.0,106793.0,106311.0,,,,,,,,,,,,,,,,,,,,,,
22563,927,832,5,15,8,4.0,55,\N,\N,37,15,1:45.507,189.132,11,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,+1 Lap,26155,0,25126.0,25165.0,,14.0,32.0,,120068.0,108634.0,108819.0,131863.0,139148.0,154840.0,108881.0,108418.0,108163.0,108707.0,109251.0,109236.0,109556.0,114338.0,126593.0,106997.0,107317.0,106786.0,107280.0,107917.0,108852.0,106824.0,107285.0,107529.0,107314.0,107471.0,107354.0,107311.0,108885.0,108620.0,108172.0,112066.0,126765.0,106558.0,107650.0,105970.0,105507.0,105779.0,105801.0,105857.0,105698.0,105810.0,105844.0,105858.0,105944.0,105741.0,105914.0,108085.0,106008.0,106352.0,106119.0,106899.0,107757.0,108249.0,107242.0,,,,,,,,,,,,,,,,,,,,,,,
22564,927,826,9,5,9,2.0,55,\N,\N,41,8,1:44.514,190.929,11,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,+1 Lap,26153,0,30463.0,24781.0,26149.0,4.0,21.0,39.0,116397.0,108496.0,108076.0,133743.0,163662.0,137591.0,108538.0,108717.0,108230.0,108967.0,108299.0,108299.0,108787.0,110055.0,109559.0,109032.0,109436.0,108582.0,109063.0,109611.0,112210.0,126136.0,105747.0,106636.0,108436.0,113732.0,106594.0,107731.0,107955.0,106577.0,107016.0,106901.0,106665.0,106862.0,107110.0,107124.0,107126.0,107380.0,111137.0,126319.0,104514.0,104835.0,104610.0,104814.0,104640.0,104757.0,105437.0,105044.0,104747.0,105124.0,105129.0,107729.0,106114.0,106182.0,106719.0,,,,,,,,,,,,,,,,,,,,,,,
22565,927,817,9,4,10,1.0,55,\N,\N,42,13,1:45.312,189.482,11,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,+1 Lap,26153,0,26714.0,25604.0,25393.0,4.0,18.0,34.0,114494.0,107416.0,107785.0,132388.0,161563.0,142161.0,108247.0,107893.0,108060.0,108070.0,108765.0,109743.0,109570.0,110352.0,109627.0,109008.0,110431.0,114534.0,127348.0,106262.0,106763.0,106653.0,107978.0,108478.0,108456.0,110288.0,107826.0,106800.0,107108.0,107617.0,107153.0,107176.0,107786.0,111197.0,126164.0,105371.0,105504.0,105357.0,105445.0,105379.0,106197.0,105312.0,105430.0,105544.0,105735.0,105836.0,105948.0,106444.0,105480.0,105568.0,105789.0,109658.0,107324.0,107117.0,111259.0,,,,,,,,,,,,,,,,,,,,,,,
22566,927,154,208,10,11,0.0,55,\N,\N,36,10,1:44.812,190.386,11,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,+1 Lap,26157,0,24377.0,24621.0,26014.0,15.0,26.0,34.0,119136.0,108863.0,108335.0,131714.0,138912.0,155991.0,108718.0,108293.0,108116.0,108938.0,109298.0,108493.0,109976.0,109998.0,114886.0,126525.0,106833.0,106355.0,106465.0,107378.0,106711.0,105881.0,106845.0,107046.0,106493.0,110611.0,126327.0,107284.0,109200.0,115252.0,107278.0,106876.0,107157.0,111972.0,126545.0,104812.0,104979.0,105415.0,106060.0,106334.0,106163.0,106640.0,106335.0,106834.0,106681.0,106513.0,106370.0,107201.0,106122.0,107431.0,107087.0,106641.0,106956.0,107614.0,107649.0,,,,,,,,,,,,,,,,,,,,,,,
22567,927,831,15,16,12,0.0,55,\N,\N,45,4,1:43.902,192.054,11,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,+1 Lap,26152,0,33918.0,25741.0,25331.0,2.0,20.0,30.0,120666.0,116091.0,139849.0,139657.0,139609.0,125467.0,108770.0,108651.0,107333.0,107268.0,107897.0,108260.0,108224.0,108648.0,109515.0,109503.0,110513.0,108755.0,112096.0,113289.0,127000.0,105540.0,106404.0,106896.0,106975.0,107515.0,107219.0,107147.0,107853.0,112875.0,127677.0,106297.0,106260.0,107134.0,106655.0,106958.0,106923.0,106077.0,105983.0,106267.0,106332.0,107310.0,113051.0,124221.0,103902.0,104829.0,105945.0,105214.0,104635.0,105175.0,104855.0,104447.0,104452.0,105295.0,105666.0,,,,,,,,,,,,,,,,,,,,,,,
22568,927,815,10,14,13,0.0,55,\N,\N,37,14,1:45.345,189.423,11,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,+1 Lap,26154,0,25268.0,35776.0,,17.0,35.0,,121947.0,110469.0,109372.0,133331.0,138317.0,150464.0,111547.0,111899.0,109473.0,109210.0,108948.0,109035.0,109918.0,110011.0,109898.0,110919.0,115579.0,127099.0,106425.0,106827.0,106863.0,107084.0,107259.0,107383.0,107313.0,107594.0,107963.0,107952.0,109328.0,110724.0,108446.0,107799.0,107796.0,108090.0,112359.0,136530.0,105345.0,107494.0,108117.0,106645.0,106098.0,106918.0,106511.0,106542.0,107823.0,107384.0,107044.0,107664.0,106785.0,107176.0,106707.0,106753.0,107046.0,107461.0,107553.0,,,,,,,,,,,,,,,,,,,,,,,
22569,927,807,10,13,14,0.0,55,\N,\N,46,11,1:44.822,190.368,11,2015,2,2,Malaysian Grand Prix,2015-03-29,07:00:00,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,18,+1 Lap,26154,0,25826.0,25047.0,35351.0,15.0,31.0,44.0,117600.0,108795.0,108853.0,132191.0,137958.0,157061.0,108511.0,108362.0,108240.0,108502.0,109396.0,108871.0,109391.0,110336.0,113114.0,128999.0,108835.0,108666.0,108291.0,108101.0,108424.0,107825.0,107670.0,109149.0,108632.0,110042.0,108211.0,109608.0,108611.0,110966.0,112505.0,127188.0,106534.0,106973.0,106237.0,106425.0,106298.0,106691.0,106287.0,106779.0,106442.0,106615.0,107095.0,112249.0,135553.0,104822.0,105230.0,105087.0,104927.0,105444.0,105515.0,104912.0,105558.0,106511.0,107604.0,,,,,,,,,,,,,,,,,,,,,,,
